County,Market Name,Location,Address Line 1,City,State,Zip,Contact,Phone,Market Link,Operation Hours,Operation Season,FMNP,Latitude,Longitude,Location Points
Kings,Hattie Carthan Community Garden Farmers' Market,"363-365 Clifton Place,btwn Nostrand & Marcy Aves.",356 Clifton Pl,Brooklyn,NY,11216,Yonnette Fleming,7186383566,http://www.hattiecarthancommunitymarket.com,Saturday  9am-3pm,July 13 - November 16,Y,40.68902,-73.95016,"356 Clifton Pl
(40.68902, -73.95016)"
Kings,High School for Public Service Farmers' Market,"600 Kingston Ave., btw Rutland & Winthrop Aves.",600 Kingston Ave,Brooklyn,NY,11203,Steve Frillman,2125942155,http://www.hspsfarm.blogspot.com,Wed  2:30pm-6:30pm,June 26 - October 30,Y,40.65866,-73.94384,"600 Kingston Ave
(40.65866, -73.94384)"
Kings,Isabahlia Farmers' Market,"Ponell Street Garden410 Livonia Ave, Brooklyn",410 Livonia Ave,Brooklyn,NY,11212,Brenda Thompson-Duchene,7184983174,,Saturday  4pm-8pm,June 29 - November 2,Y,40.6635,-73.90234,"410 Livonia Ave
(40.6635, -73.90234)"
Kings,Kensington Youthmarket,"Ft. Hamilton Pkwy, btwn E. 4th & E. 5th Sts.corner outside the library",Fort Hamilton Pkwy and East 5th St,Brooklyn,NY,11218,Ryan Morningstar,5089442083,,Saturday  9am-3pm,July 13 - November 23,Y,40.64915,-73.97662,"Fort Hamilton Pkwy and East 5th St
(40.64915, -73.97662)"
Kings,Malcolm X Blvd. Community Farmers' Market,"Jackie Robinson Park,btwn Chauncy & Marion Sts.",Malcolm X Blvd and Marion St,Brooklyn,NY,11233,Rev. Robert Jackson,7183633085,http://www.brooklynrescuemission.org,Saturday  8am-3pm,July 13 - October 26,Y,40.67975,-73.92865,"Malcolm X Blvd and Marion St
(40.67975, -73.92865)"
Kings,Myrtle Avenue Farmers' Market,"Myrtle & North Portland Aves.,Brooklyn",177 Myrtle Ave,Brooklyn,NY,11201,Kassy Nystrom,7182301689,http://www.myrtleavenue.org,Wednesday  8am-3pm,July 3 - October 30,Y,40.69363,-73.98241,"177 Myrtle Ave
(40.69363, -73.98241)"
Kings,Park Slope Farmers' Market,"Fourth St., off Fifth Ave., near P.S. 51",Fourth Street and Fifth Avenue,Brooklyn,NY,11215,Doug Ornstein,9149234837,http://www.downtoearthmarkets.com,Sunday  10am-5pm,Year-round,Y,40.6722,-73.98379,"Fourth Street and Fifth Avenue
(40.6722, -73.98379)"
Kings,Project EATS Brownsville Farmers' Market,"Amboy Street Garden,corner of Amboy St. & Blake Ave.",Amboy St and Blake Ave,Brooklyn,NY,11212,Michelle Hodges,2126121528,http://www.projecteats.org,Tuesday  3pm-7pm,June 11 - November 26,Y,40.66507,-73.91348,"Amboy St and Blake Ave
(40.66507, -73.91348)"
Kings,Sunset Park Greenmarket,4th Ave. btw 59th & 60th Sts.,4th Ave and 60th St,Brooklyn,NY,11220,Chelsea Whittaker,2127887476,http://www.grownyc.org,Saturday  8am - 3pm,June 29 - November 16,Y,40.64081,-74.01836,"4th Ave and 60th St
(40.64081, -74.01836)"
Kings,Urban Oasis Farmers' Market,"Market Pavilion,Clarkson & Troy Aves., Brooklyn",681 Clarkson Ave,Brooklyn,NY,11203,Beatrix McLeod,7182217132,,Wed  2pm-5:30pm,June 12 - November 13,Y,40.65621,-73.93741,"681 Clarkson Ave
(40.65621, -73.93741)"
Kings,Walt Shamel Farmers' Market,"Walt Shamel Community Garden,1095 Dean St., BrooklynBetween Beford & Franklin Aves.",109 Dean Street,Brooklyn,NY,11217,Desiree Ortiz,7186854816,,Saturday  8am-3pm,June 29 - November 2,Y,40.68693,-73.98894,"109 Dean Street
(40.68693, -73.98894)"
Kings,Weeksville Heritage Center Farmers' Market,158 Buffalo Ave.,158 Buffalo Ave,Brooklyn,NY,11213,Yemi Amu,9173286842,,Saturday  9am-2pm,July 6 - November 2,Y,40.67398,-73.92531,"158 Buffalo Ave
(40.67398, -73.92531)"
Kings,Williamsburg Greenmarket,"Havemeyer St.,btw Broadway & Division St.",Havemeyer St and Division Ave,Brooklyn,NY,11211,Chelsea Whittaker,2127887476,http://www.grownyc.org,Thursday  8am - 4pm,July 11 - November 21,Y,40.70741,-73.95993,"Havemeyer St and Division Ave
(40.70741, -73.95993)"
Kings,Windsor Terrace PS 154 Greenmarket,11th Ave.btwn Sherman St. & Windsor Place,1625 11th Avenue,Brooklyn,NY,11215,Chelsea Whittaker,2127887476,http://www.grownyc.org,Sunday  9am - 3pm,May 5 - December 22,Y,40.65699,-73.97597,"1625 11th Avenue
(40.65699, -73.97597)"
Lewis,Lewis Co. General Hospital Farmers' Market,"7785 N. State St., near Children's Clinic back parking lot",7785 North State St,Lowville,NY,13367,Tina Schell,3153765087,,Thursday  12 Noon-4pm,June 13 - October 3,Y,43.79588,-75.4981,"7785 North State St
(43.79588, -75.4981)"
Lewis,Lowville Farmers' Market,"Lewis County Fairgrounds,5473 Bostwick St.",Bostwick St and Park Ave,Lowville,NY,13367,Doug Hanno,3153766380,,Saturday  8:30pm-2pm,June 1 - October 26,Y,43.79322,-75.49079,"Bostwick St and Park Ave
(43.79322, -75.49079)"
Lewis,Lyons Falls Farmers' Market,"Riverside Park,6904 Laura St.",6904 Laura St,Lyons Falls,NY,13368,Gary Mavis,3153485167,http://www.lyonsfallsalive.org,Tuesday  12 Noon-6pm,June 11 - October 1,Y,43.61391,-75.35499,"6904 Laura St
(43.61391, -75.35499)"
Livingston,Avon Farmers' Market,"Tops Market,270 E. Main St.",270 East Main St,Avon,NY,14414,Christine Quinlan,5852268118,http://www.avonfarmersmarket.org,Wednesday  3pm-6pm,June 12 - October 16,Y,42.91071,-77.73382,"270 East Main St
(42.91071, -77.73382)"
Livingston,Dansville Farmers' Market,"Airport Hanger parking lot, 50 Maple St.",50 Maple St,Dansville,NY,14437,Gary Roth,5853352963,,Friday  12 Noon-4pm,June 14 - October 11,Y,42.56598,-77.70836,"50 Maple St
(42.56598, -77.70836)"
Livingston,Geneseo Farmers' Market,"Center St.,Center & Main Sts.",Main St and Center St,Geneseo,NY,14454,Cate Concannon,5858804456,,Thursday  3pm-6:30pm,June 20 - October 17,Y,42.79624,-77.81679,"Main St and Center St
(42.79624, -77.81679)"
Livingston,Lima Presbyterian Church Farmers' Market,"Routes 5 & 20, corner of Route 15A",West Main St and Rochester St,Lima,NY,14485,Beverly Gillette,5855821737,,Tuesday  3pm-6pm,June 11 - October 29,Y,42.90496,-77.61175,"West Main St and Rochester St
(42.90496, -77.61175)"
Livingston,Mount Morris Village Farmers' Market,36 North Main St.,36 North Main St,Mount Morris,NY,14510,Lisa Torcello,5856584160,,Tuesday  12 Noon-4pm,June 11 - October 8,Y,42.73078,-77.87658,"36 North Main St
(42.73078, -77.87658)"
Madison,Canastota Farmers' Market,Hickory & Main Sts.,South Main St and West Hickory St,Canastota,NY,13032,Lois Brown,3156979291,,Saturday  9am-2pm,July 13 - October 19,Y,43.07476,-75.75539,"South Main St and West Hickory St
(43.07476, -75.75539)"
Madison,Cazenovia Farmers' Market,"Memorial Park, Albany St. (US Rt 20)(Winter - American Legion Post 88)",Albany St and Sullivan St,Cazenovia,NY,13035,Andy Shepard,3156559243,http://www.cazenoviachamber.com,Saturday  9am-4pm(Winter - 3rd Sat 10-2),Year-round,Y,42.92989,-75.8552,"Albany St and Sullivan St
(42.92989, -75.8552)"
Madison,Hamilton Farmers' Market,"Village Green, Broad & E. Broad Sts.",Broad St and Payne St,Hamilton,NY,13346,Kim Taranto,3158241111,,Saturday  8am-1pm,May 4 - November 2,Y,42.82684,-75.54436,"Broad St and Payne St
(42.82684, -75.54436)"
Madison,Oneida Farmers' Market,Oneida & Main Sts.,Oneida Street and Main Street,Oneida,NY,13421,Marty Winchell,3153634308,,Thursday  9am-2pm,June 6 - October 31,Y,43.09618,-75.65255,"Oneida Street and Main Street
(43.09618, -75.65255)"
Monroe,Affinity Orchard Place Farmers' Market,"Affinity Orchard Place,One Affinity Lane, Greece",One Affinity Lane,Greece,NY,14626,Marc Goldfischer,5852258150,,Sunday  11am-2pm,June 23 - November 3,Y,43.24028,-77.67841,"One Affinity Lane
(43.24028, -77.67841)"
Monroe,Brockport Farmers' Market,"Market St., off Main St.",Main St and Market St,Brockport,NY,14420,Charlene Veltz,5856373602,,Sunday  8am-1pm,June 16 - October 27,Y,43.21556,-77.9385,"Main St and Market St
(43.21556, -77.9385)"
Monroe,Fairport Farmers' Market,"58 S. Main St.,in parking lot behind Bank of America",58 South Main St,Fairport,NY,14450,Fritz May,5854213209,http://www.village.fairport.ny.us,Saturday  7am-12 Noon,May 4 - November 23,Y,43.09992,-77.44214,"58 South Main St
(43.09992, -77.44214)"
Monroe,Genesee Valley RMA Farmers' Market,"Administration Bldg. (south parking lot), 900 Jefferson Rd., Henrietta",900 Jefferson Rd.,Henrietta,NY,14623,"William Mulligan, Jr.",5854244600,,Friday  11am-5pm,May 31 - November 1,Y,43.09005,-77.61401,"900 Jefferson Rd.
(43.09005, -77.61401)"
Monroe,Greece Ridge Mall Farmers' Market,"Ridge & Long Pond Rds.,at Sears overflow Parking Lot",Long Pond Rd and Mitchell Rd,Greece,NY,14626,Melanie Fazio,5852251140,http://www.themallatgreeceridge.com,Thu/Sat  9am-3pm,May 9 - November 23,Y,43.20557,-77.69618,"Long Pond Rd and Mitchell Rd
(43.20557, -77.69618)"
Monroe,Hamlin Farmers' Market,"Town Hall lot,1658 Lake Rd.",1658 Lake Rd,Hamlin,NY,14464,Kathi Rickman,5859642421,,Sunday  9am-1pm,June - September,Y,43.2969,-77.91738,"1658 Lake Rd
(43.2969, -77.91738)"
Monroe,Irondequoit Farmers' Market,"Town Hall Lawn, 1280 Titus Ave.",1280 Titus Ave,Rochester,NY,14617,Dianne Schleifer,5853366085,http://www.irondequoit.org,Thursday  4pm-Dusk,May 30 - October 24,Y,43.21118,-77.58154,"1280 Titus Ave
(43.21118, -77.58154)"
Monroe,North Chili Farmers' Market,"Methodist Church, 2200 Westside Drive",2200 Westside Dr,North Chilli,NY,14514,James Miller,5852930841,,Saturday  8am-1pm,June 29 - November 2,Y,43.12646,-77.78968,"2200 Westside Dr
(43.12646, -77.78968)"
Monroe,Pittsford Farmers' Market,"Pittsford Colony Plaza,3400 Monroe Ave.",3400 Monroe Ave,Rochester,NY,14618,Cindy Christ,5857338104,,Tue/Sat  9am-1pm,May 7 - November 26,Y,43.10222,-77.53524,"3400 Monroe Ave
(43.10222, -77.53524)"
Monroe,Rochester/441  Ministries Market,"441 Parsells Ave.,",441 Paresells Ave,Rochester,NY,14609,Mitch Gruber,5853283380,http://www.foodlinkny.org,Wednesday  3pm-7pm,July 3 - September 11,Y,43.16583,-77.5666,"441 Paresells Ave
(43.16583, -77.5666)"
Monroe,Rochester/7th Day Adventist Market,"309 Jefferson Ave.,",309 Jefferson Ave,Rochester,NY,14611,Mitch Gruber,5853283380,http://www.foodlinkny.org,Thursday  3pm-6pm,July 11 - September 12,Y,43.14878,-77.62944,"309 Jefferson Ave
(43.14878, -77.62944)"
Monroe,Rochester/Aenon Baptist Market,"175 Genesee St.,",175 Genesee St,Rochester,NY,14611,Mitch Gruber,5853283380,http://www.foodlinkny.org,Tuesday  11am-3pm,July 9 - September 10,Y,43.1466,-77.63608,"175 Genesee St
(43.1466, -77.63608)"
Monroe,Rochester/Bridges to Wellness Market,"700 North St. (Gantt Comm Ctr),",700 North St,Rochester,NY,14605,Mitch Gruber,5853283380,http://www.foodlinkny.org,Tuesday  11am-2pm,July 2 - September 10,Y,43.17067,-77.59583,"700 North St
(43.17067, -77.59583)"
Monroe,Rochester/Brighton Farmers' Market,"Brighton High School lot,1150 Winton Rd. South(Winter - 220 Idlewood Rd.)",1150 Winton Rd South,Rochester,NY,14618,Sue Gardner-Smith,5852698918,http://www.brightonfarmersmarket.org,Sunday5/26-10/27 9am-1pm11/4-5/18 1pm-4pm,Year-round,Y,43.12203,-77.56811,"1150 Winton Rd South
(43.12203, -77.56811)"
Monroe,Rochester/Cathedral Community Market,"296 Flower City Park,",296 Flower City Park,Rochester,NY,14615,Mitch Gruber,5853283380,http://www.foodlinkny.org,Wednesday  2:30pm-6:30pm,July 3 - September 11,Y,43.19312,-77.63275,"296 Flower City Park
(43.19312, -77.63275)"
Monroe,Rochester/Community Place Market,"500 Carter St.,",500 Carter St,Rochester,NY,14621,Mitch Gruber,5853283380,http://www.foodlinkny.org,Tuesday  2pm-6pm,July 9 - September 10,Y,43.18631,-77.59177,"500 Carter St
(43.18631, -77.59177)"
Monroe,Rochester/Conkey Corner Market,"Conkey Corner Park, Clifford & Conkey",Clifford Ave and Conkey Ave,Rochester,NY,14621,Mitch Gruber,5853283380,http://www.foodlinkny.org,Sunday  12 Noon-3pm,July 7 - September 15,Y,43.17472,-77.6196,"Clifford Ave and Conkey Ave
(43.17472, -77.6196)"
Monroe,Rochester/Deaf Club Market,"1564 Lyell Ave.,",1564 Lyell Ave,Rochester,NY,14606,Mitch Gruber,5853283380,http://www.foodlinkny.org,Saturday  10am-1pm,July 6 - September 14,Y,43.165,-77.66715,"1564 Lyell Ave
(43.165, -77.66715)"
Monroe,Rochester/Freedom Market,"359 Webster Ave.,",359 Webster Ave,Rochester,NY,14609,Mitch Gruber,5853283380,http://www.foodlinkny.org,Saturday  12 Noon-3pm,July 6 - September 14,Y,43.16842,-77.57483,"359 Webster Ave
(43.16842, -77.57483)"
Monroe,Rochester/JOSANA Market,"677 Jay Street (Jay & Child Pocket Park),",676 Jay St,Rochester,NY,14611,Mitch Gruber,5853283380,http://www.foodlinkny.org,Thursday  4pm-7pm,July 11 - September 12,Y,43.15974,-77.63867,"676 Jay St
(43.15974, -77.63867)"
Monroe,Rochester Public Market,280 N. Union St.Off East Main St.,280 North Union St.,Rochester,NY,14609,Cindy De Coste,5854286907,http://www.cityofrochester.gov/publicmarket,Tue/Thu  6am-1pm    Saturday 5am - 3pm,Year-round,Y,43.1657,-77.59016,"280 North Union St.
(43.1657, -77.59016)"
Monroe,Rochester/South Wedge Farmers' Market,"100 Alexander St. lot, at S. Clinton Ave.",100 Alexander St,Rochester,NY,14620,Sue Gardner-Smith,5852698918,http://www.brightonfarmersmarket.org,Thursday  4pm-7pm,June 6 - October 17,Y,43.14598,-77.60243,"100 Alexander St
(43.14598, -77.60243)"
Monroe,Rochester/St. Mark & St. John Episcopal Market,"1245 Culver Road,",1245 Culver Rd,Rochester,NY,14609,Mitch Gruber,5853283380,http://www.foodlinkny.org,Saturday  9:30am-1pm,July 6 - September 14,Y,43.16807,-77.56219,"1245 Culver Rd
(43.16807, -77.56219)"
Monroe,Rochester/Washington Square Farmers' Market,"Washington Square Park,181 S. Clinton Ave.",181 South Clinton Ave,Rochester,NY,14604,Mitch Gruber,5853283380,http://www.foodlinkny.org,Wednesday  11am-2pm,June 26 - September 4,Y,43.15352,-77.60533,"181 South Clinton Ave
(43.15352, -77.60533)"
Monroe,Rochester/Westside Farmers' Market,"St. Monica's Church parking lot,831 Genesee St.",831 Genesee St,Rochester,NY,14611,Jackie Farrell,5854368999,http://www.westsidemarketrochester.com,Tuesday  4pm-7:30pm,June 11 - October 15,Y,43.13373,-77.636,"831 Genesee St
(43.13373, -77.636)"
Monroe,Rochester/Women's Coffee Connection Market,"2271 East Main St.,",2271 East Main St,Rochester,NY,14609,Mitch Gruber,5853283380,http://www.foodlinkny.org,Tuesday  3pm-7pm,July 9 - September 10,Y,43.15884,-77.55016,"2271 East Main St
(43.15884, -77.55016)"
Monroe,Webster Joe Obbie Farmers' Market,"Webster Towne Center,Holt & Ridge Rd.",Holt Road and Ridge Road,Webster,NY,14580,Fedele Noto,3155898703,,Wednesday  3pm-7pm    Saturday  8am-12:30pm,June 8 - November 2,Y,43.21035,-77.44665,"Holt Road and Ridge Road
(43.21035, -77.44665)"
Montgomery,Amsterdam Downtown Farmers' Market,"Inman Senior Center parking lot,53 Guy Park Ave., near Roosevelt Apts.",53 Guy Park Avenue,Amsterdam,NY,12010,Anne Marie Johnson,5188636104,http://www.fultonmontgomeryfarmersmarket.org,Friday  11am-1pm,July 12 - October 11,Y,42.94083,-74.1934,"53 Guy Park Avenue
(42.94083, -74.1934)"
Montgomery,Amsterdam Sanford Farm Farmers' Market,"Sanford Stud Farm,Rt. 30 N btwn Walmart & Walgreens",110 Town Square Dr,Amsterdam,NY,12010,Anne Marie Johnson,5188636104,http://www.fultonmontgomeryfarmersmarket.org,Wednesday  3pm-6pm,May 15 - October 16,Y,42.96078,-74.18542,"110 Town Square Dr
(42.96078, -74.18542)"
Montgomery,Canajoharie Farmers' Market,"Arkell Museum lot,2 Erie Blvd.",2 Erie Blvd,Canajoharie,NY,13317,Dolores Jacksland,5186734434,http://www.canajohariefarmersmarket.com,Saturday  10am-1pm,June 1 - October 26,Y,42.90736,-74.572,"2 Erie Blvd
(42.90736, -74.572)"
Montgomery,Fort Plain Farmers' Market,"Parking lot on 12 Willet St.Fort Plain, NY 13339",12 Willet Street,Fort Plain,NY,13339,Annette Bayes,5189934271,,Thursday  2pm-5pm,May 30 - November 29,Y,42.93145,-74.62156,"12 Willet Street
(42.93145, -74.62156)"
Nassau,Belmont Raceway Farmers' Market,"Belmont Racetrack,2150 Hempstead Turnpike, Elmont",2150 Hempstead Turnpike,Elmont,NY,11003,Bernadette Martin,6316785227,http://www.kennedyplazafarmersmarket.com,Sat/Sun  10am-4pm(Off the month of Aug),May - November,Y,40.71475,-73.71797,"2150 Hempstead Turnpike
(40.71475, -73.71797)"
Nassau,Freeport Community Farmers' Market,"Freeport Recreation Center Parking Lot,130 East Merrick Rd.",130 East Merrick Rd,Freeport,NY,11520,Barbara Jordan,5163783415,,Saturday  11am-4pm,July 13 - October 26,Y,40.65447,-73.57496,"130 East Merrick Rd
(40.65447, -73.57496)"
Nassau,Garden City Farmers' Market,"101 Co. Seat Dr., off Old Country RdSupreme Ct. Bldg. pkg lot",County Seat Dr and Supreme Court Dr,Garden City,NY,11530,Ethel Terry,6313233653,http://www.longislandgrowersmarket.com,Tuesday  7am-1pm,June 4 - November 26,Y,40.73609,-73.63505,"County Seat Dr and Supreme Court Dr
(40.73609, -73.63505)"
Nassau,Great Neck Community Farmers' Market,125 Community Drive (parking lot),125 Community Drive,Great Neck,NY,11021,Lisa Burch,5164652535,http://www.northshorelij.com,Sunday  10am-2pm,July 14 - November 3,Y,40.78414,-73.70454,"125 Community Drive
(40.78414, -73.70454)"
Nassau,Kennedy Plaza Farmers' Market,One West Chester St.Corner of National Blvd. & Park Ave.,1 West Chester St,Long Beach,NY,11561,Bernadette Martin,6316785227,http://www.kennedyplazafarmersmarket.com,Wed  10am-6pmSaturday 9am-2pm,May 1 - November 20,Y,40.58941,-73.66594,"1 West Chester St
(40.58941, -73.66594)"
Nassau,Kings Park Farmers' Market,"Route 25A, Main St. Municipal Lot",1 E. Main St.,Kings Park,NY,11754,Bernadette Martin,6316785227,http://www.kennedyplazafarmersmarket.com,Sunday  9am-2pm,May 5 - November 17,Y,40.88423,-73.25242,"1 E. Main St.
(40.88423, -73.25242)"
Nassau,Locust Valley Farmers' Market,115 Forest Ave.across from Post Office,115 Forest Ave,Locust Valley,NY,11560,Ethel Terry,6313233653,http://www.longislandgrowersmarket.com,Saturday  8am-1pm,June 1 - November 16,Y,40.87555,-73.59994,"115 Forest Ave
(40.87555, -73.59994)"
Nassau,New Cassel Farmers' Market,"First Baptist Church parking lot,212 Garden St., Westbury",211 Garden St,Westbury,NY,11590,Traci Caines,5169979399,,Saturday  11am-4pm,July 13 - November 16,Y,40.76179,-73.56789,"211 Garden St
(40.76179, -73.56789)"
Nassau,New Hyde Park Farmers' Market,"Municipal parking lot,across from New Hyde Park Village Hall",Jericho Turnpike and New Hyde Park Rd,New Hyde Park,NY,11040,Jaime Greci,5162977997,http://www.winterfarmersmarketlongisland.com,Saturday  8am-1pm,June 1 - November 23,Y,40.7337,-73.68008,"Jericho Turnpike and New Hyde Park Rd
(40.7337, -73.68008)"
Nassau,Port Washington Organic Farmers' Market,"Port WashingtonTown Dock, Main St.",Main St and Covert St,Port Washington,NY,11050,Patti Wood,5168830887,,Saturday  8am-12 Noon,June 8 - October 26,Y,40.83153,-73.7019,"Main St and Covert St
(40.83153, -73.7019)"
Nassau,Rockville Centre Farmers' Market,Sunrise Hgwy & Longbeach Rd.,Sunrise Hwy and Long Beach Rd,Rockville Centre,NY,11570,Ethel Terry,6313233653,http://www.longislandgrowersmarket.com,Sunday  7am-12 Noon,May 26 - November 24,Y,40.65712,-73.6321,"Sunrise Hwy and Long Beach Rd
(40.65712, -73.6321)"
Nassau,Roosevelt Community Farmers' Market,"380 Nassau Rd., Family Health Clinic parking lot",380 Nassau Rd,Roosevelt,NY,11575,Clara Gillens,5163788132,http://www.rcrgli.org,Sunday  11am-4pm,July 7 - November 3,Y,40.68185,-73.59092,"380 Nassau Rd
(40.68185, -73.59092)"
Nassau,Roslyn-North Hills Farmers' Market,"Christopher Morley Park,500 Searing Town Rd.",500 Searingtown Rd,Roslyn Heights,NY,11577,Ethel Terry,6313233653,http://www.longislandgrowersmarket.com,Wednesday  7am-1pm,June 5 - November 27,Y,40.78188,-73.66277,"500 Searingtown Rd
(40.78188, -73.66277)"
Nassau,Seaford Farmers' Market,"Seaford Railroad Station,East End Parking Lot, Sunrise Highway",Seaford Railroad Station,Seaford,NY,11783,Ethel Terry,6313233653,http://www.longislandgrowersmarket.com,Saturday  7am-12 Noon,May 25 - November 23,Y,40.67572,-73.48657,"Seaford Railroad Station
(40.67572, -73.48657)"
New York,175th St. Greenmarket,175th St. Btw Wadsworth & Broadway,West 175th St and Broadway,New York,NY,10033,Chelsea Whittaker,2127887476,http://www.grownyc.org,Thursday  8am - 5pm,June 27 - November 21,Y,40.84622,-73.93847,"West 175th St and Broadway
(40.84622, -73.93847)"
New York,42nd St. Greenmarket,"W. 42nd St. btwn 11th & 12th Aves.,Manhattan",42nd St and 11th Ave,Manhattan,NY,10036,Chelsea Whittaker,2127887476,http://www.grownyc.org,Wednesday  8am-6pm,July 10 - November 27,Y,40.76085,-73.99832,"42nd St and 11th Ave
(40.76085, -73.99832)"
New York,57th St. Greenmarket,"Ninth Ave., Balsley ParkBtw 56th & 57th Sts.",West 57th St and Ninth Ave,New York,NY,10019,Chelsea Whittaker,2127887476,http://www.grownyc.org,Sat 4/20-12/21 8a-5pWed 5/1-12/18 8a-5p,April 20 - December 21,Y,40.76792,-73.98572,"West 57th St and Ninth Ave
(40.76792, -73.98572)"
New York,79th St. Greenmarket,"Columbus Ave., W. 78th & 81st Sts.",West 79th St and Columbus Ave,New York,NY,10024,Chelsea Whittaker,2127887476,http://www.grownyc.org,Sunday  8am - 5pm,Year-round,Y,40.78195,-73.97548,"West 79th St and Columbus Ave
(40.78195, -73.97548)"
New York,82 St./St. Stephens Greenmarket,"82nd St., btw First & York Aves.",East 82nd St and First Ave,New York,NY,10028,Chelsea Whittaker,2127887476,http://www.grownyc.org,Saturday  9am - 2:30pm,Year-round,Y,40.7743,-73.95126,"East 82nd St and First Ave
(40.7743, -73.95126)"
New York,92 St. Greenmarket,"First Ave.,btw 92nd & 93rd Sts.",East 92nd St and First Ave,New York,NY,10128,Chelsea Whittaker,2127887476,http://www.grownyc.org,Sunday  9am - 4pm,June 23 - November 24,Y,40.78071,-73.94658,"East 92nd St and First Ave
(40.78071, -73.94658)"
New York,97th Street Greenmarket,"97th St.,btw Amsterdam & Columbus Aves.",West 97th St and Columbus Ave,New York,NY,10025,Chelsea Whittaker,2127887476,http://www.grownyc.org,Friday  8am - 2pm,Year-round,Y,40.79356,-73.96701,"West 97th St and Columbus Ave
(40.79356, -73.96701)"
New York,Abingdon Square Greenmarket,West 12th St and 8th Ave,Hudson St and 8th Ave,New York,NY,10014,Chelsea Whittaker,2127887476,http://www.grownyc.org,Saturday  8am - 2pm,Year-round,Y,40.73691,-74.00557,"Hudson St and 8th Ave
(40.73691, -74.00557)"
New York,Bowling Green Greenmarket,"Broadway, at Battery Place",Broadway and Bowling Green,New York,NY,10004,Chelsea Whittaker,2127887476,http://www.grownyc.org,Tue/Thu  8am - 5pm,Year-round,Y,40.70463,-74.01415,"Broadway and Bowling Green
(40.70463, -74.01415)"
New York,Broadway French Farmers' Market,"Broadway,btwn 35th & 36th Sts., Manhattan",Broadway and 35th Street,Manhattan,NY,10018,Johanna Safar,9143181067,,Tue 11:30am-6:30pmFri 11:30am-6:30pm,May 3 - November 26,Y,40.75069,-73.98783,"Broadway and 35th Street
(40.75069, -73.98783)"
New York,City Hall Park Greenmarket,"Broadway, at Chambers St.",Broadway and Chambers St,New York,NY,10007,Chelsea Whittaker,2127887476,http://www.grownyc.org,Tue/Fri  8am - 4pm,March 12 - December 24,Y,40.71416,-74.00632,"Broadway and Chambers St
(40.71416, -74.00632)"
New York,Columbia Greenmarket,"Broadway, btw 114th & 116th Sts.",Broadway and West 115th St,New York,NY,10027,Chelsea Whittaker,2127887476,http://www.grownyc.org,Thu/Sun  8am - 5pm,Year-round,Y,40.80738,-73.96447,"Broadway and West 115th St
(40.80738, -73.96447)"
New York,Dag Hammarskjold Plaza Greenmarket,"47th St.,btw 2nd & First Aves.",East 47th St and Second Ave,New York,NY,10017,Chelsea Whittaker,2127887476,http://www.grownyc.org,Wednesday  8am-4pm,Year-round,Y,40.75298,-73.96989,"East 47th St and Second Ave
(40.75298, -73.96989)"
New York,Fort Washington Greenmarket,Fort Washington Ave. & 168th St.,Fort Washington Ave and West 168th St,New York,NY,10032,Chelsea Whittaker,2127887476,http://www.grownyc.org,Tuesday  8am - 4pm,June 4 - November 26,Y,40.84217,-73.94227,"Fort Washington Ave and West 168th St
(40.84217, -73.94227)"
New York,Grass Roots Farmers' Market,"Jackie Robinson Park, 145th St. & Edgecombe",West 145th St and Edgecombe Ave,New York,NY,10030,Fred Williams,9175158046,,Sat/Tue  9am-4pm,July 13 - November 26,Y,40.82363,-73.94383,"West 145th St and Edgecombe Ave
(40.82363, -73.94383)"
New York,Hamilton Heights Green Farmers Market,"Amsterdam Ave. btwn W. 143rd &  W. 144th Sts.,Manhattan",143rd Street and Amsterdam Ave,Manhattan,NY,10031,Khary Lazarre-White,2122837044,http://www.brotherhood-sistersol.org,Wednesday  11:30am-4:30pm,June 19 - November 27,Y,40.82395,-73.94853,"143rd Street and Amsterdam Ave
(40.82395, -73.94853)"
New York,Harlem State Office Building Farmers' Market,"163 W 125 St,Adam Clayton Powell Jr. State Office Bldg",163 West 125 Street,New York,NY,10027,Tupacamaru Tiwoni,6463517611,http://www.125thstreetfarmersmarket.com,Tuesday  10am-5pm   Friday 3pm - 8pm,June 11 - November 29,Y,40.80849,-73.94715,"163 West 125 Street
(40.80849, -73.94715)"
New York,Harvest Home East Harlem Farmers' Market,E. 104th St. and Third Ave.,East 104th St and Third Ave,New York,NY,10029,Maritza Owens,2128283361,http://www.harvesthomefm.org,Thursday  8am-4pm,July 11 - November 14,Y,40.79024,-73.94564,"East 104th St and Third Ave
(40.79024, -73.94564)"
New York,Harvest Home Harlem Hospital Farmers' Market,W. 137th St. & Lennox Ave. (Malcolm X. Blvd.)Manhattan,137th Street and Lennox Avenue,New York,NY,10037,Maritza Owens,2128283361,http://www.harvesthomefm.org,Friday  8am-5:30pm,July 5 - November 15,Y,40.81539,-73.93985,"137th Street and Lennox Avenue
(40.81539, -73.93985)"
New York,Harvest Home Metropolitan Farmers' Market,99th St. on 3rd Ave.,East 99th St and Third Ave,New York,NY,10029,Maritza Owens,2128283361,http://www.harvesthomefm.org,Friday  8am-4pm,July 5 - November 15,Y,40.78713,-73.94792,"East 99th St and Third Ave
(40.78713, -73.94792)"
